AAustralia and Oceania,Tuvalu,Fruits,Offline,M,5/14/2015,348853957,5/31/2015,2493,9.33,6.92,23259.69,17251.56,6008.13
AAustralia and Oceania,Papua New Guinea,Beverages,Offline,M,3/21/2016,650052726,4/6/2016,3902,47.45,31.79,185149.90,124044.58,61105.32
AAustralia and Oceania,Solomon Islands,Beverages,Online,C,1/3/2010,994366824,1/23/2010,4095,47.45,31.79,194307.75,130180.05,64127.70
AAustralia and Oceania,New Zealand,Household,Offline,H,6/16/2013,858707129,6/26/2013,9377,668.27,502.54,6266367.79,4712317.58,1554050.21
AAustralia and Oceania,Kiribati,Cereal,Offline,L,12/16/2014,951095712,1/1/2015,9211,205.70,117.11,1894702.70,1078700.21,816002.49
AAustralia and Oceania,AAustralia,Meat,Online,L,7/19/2014,851190078,9/6/2014,4914,421.89,364.69,2073167.46,1792086.66,281080.80
AAustralia and Oceania,East Timor,Vegetables,Online,H,10/10/2016,693366754,11/23/2016,1485,154.06,90.93,228779.10,135031.05,93748.05
AAustralia and Oceania,Fiji,Household,Online,C,10/4/2014,465292298,11/13/2014,9186,668.27,502.54,6138728.22,4616332.44,1522395.78
AAustralia and Oceania,Palau,Clothes,Online,C,2/17/2010,228385436,3/7/2010,3181,109.28,35.84,347619.68,114007.04,233612.64
AAustralia and Oceania,Palau,Household,Online,H,11/15/2014,861907327,11/15/2014,6386,668.27,502.54,4267572.22,3209220.44,1058351.78
AAustralia and Oceania,New Zealand,Cosmetics,Online,L,1/19/2016,465536057,2/1/2016,1319,437.20,263.33,576666.80,347332.27,229334.53
AAustralia and Oceania,Kiribati,Baby Food,Offline,M,8/17/2012,811014449,9/12/2012,6053,255.28,159.42,1545209.84,964969.26,580240.58
AAustralia and Oceania,AAustralia,Vegetables,Online,C,5/8/2013,775146234,5/28/2013,1851,154.06,90.93,285165.06,168311.43,116853.63
AAustralia and Oceania,Solomon Islands,Fruits,Online,C,8/3/2014,615358245,8/28/2014,7034,9.33,6.92,65627.22,48675.28,16951.94
AAustralia and Oceania,Nauru,Household,Online,M,5/23/2014,393253743,6/28/2014,1376,668.27,502.54,919539.52,691495.04,228044.48
AAustralia and Oceania,Samoa ,Beverages,Offline,M,12/24/2016,592696368,2/2/2017,881,47.45,31.79,41803.45,28006.99,13796.46
AAustralia and Oceania,Tonga,Personal Care,Online,M,3/31/2012,690092742,5/9/2012,2633,81.73,56.67,215195.09,149212.11,65982.98
AAustralia and Oceania,Marshall Islands,Cereal,Offline,C,3/9/2013,926786744,4/7/2013,5648,205.70,117.11,1161793.60,661437.28,500356.32
AAustralia and Oceania,Vanuatu,Cosmetics,Offline,L,7/6/2016,179065835,8/6/2016,8415,437.20,263.33,3679038.00,2215921.95,1463116.05
AAustralia and Oceania,Federated States of Micronesia,Household,Offline,C,4/27/2012,266799819,5/23/2012,850,668.27,502.54,568029.50,427159.00,140870.50
AAustralia and Oceania,AAustralia,Beverages,Offline,C,12/27/2012,748369634,12/27/2012,8060,47.45,31.79,382447.00,256227.40,126219.60
AAustralia and Oceania,Tonga,Personal Care,Offline,H,1/3/2010,578549325,2/6/2010,4457,81.73,56.67,364270.61,252578.19,111692.42
AAustralia and Oceania,Nauru,Baby Food,Online,C,3/20/2015,569961965,4/16/2015,3266,255.28,159.42,833744.48,520665.72,313078.76
AAustralia and Oceania,Papua New Guinea,Fruits,Online,H,6/20/2012,943645179,7/31/2012,4433,9.33,6.92,41359.89,30676.36,10683.53
AAustralia and Oceania,Palau,Cosmetics,Offline,L,7/18/2016,985119426,8/22/2016,7584,437.20,263.33,3315724.80,1997094.72,1318630.08
AAustralia and Oceania,Nauru,Cereal,Online,M,12/18/2015,943811690,1/21/2016,3708,205.70,117.11,762735.60,434243.88,328491.72
AAustralia and Oceania,Tuvalu,Office Supplies,Offline,H,11/27/2011,279418647,1/12/2012,5042,651.21,524.96,3283400.82,2646848.32,636552.50
AAustralia and Oceania,Vanuatu,Meat,Online,H,5/27/2016,205982768,5/30/2016,3733,421.89,364.69,1574915.37,1361387.77,213527.60
AAustralia and Oceania,Nauru,Household,Online,M,6/18/2014,433558976,7/6/2014,8591,668.27,502.54,5741107.57,4317321.14,1423786.43
AAustralia and Oceania,Federated States of Micronesia,Vegetables,Offline,M,3/15/2013,233456313,4/18/2013,3766,154.06,90.93,580189.96,342442.38,237747.58
AAustralia and Oceania,Tonga,Personal Care,Offline,C,7/27/2011,419245421,8/15/2011,2892,81.73,56.67,236363.16,163889.64,72473.52
AAustralia and Oceania,AAustralia,Cereal,Online,M,9/14/2015,772397935,10/15/2015,8568,205.70,117.11,1762437.60,1003398.48,759039.12
AAustralia and Oceania,Kiribati,Clothes,Offline,H,12/14/2011,936974847,2/2/2012,534,109.28,35.84,58355.52,19138.56,39216.96
AAustralia and Oceania,Tuvalu,Baby Food,Online,C,7/31/2012,284520423,8/4/2012,4771,255.28,159.42,1217940.88,760592.82,457348.06
AAustralia and Oceania,Papua New Guinea,Meat,Online,M,11/12/2016,813372647,12/31/2016,3896,421.89,364.69,1643683.44,1420832.24,222851.20
AAustralia and Oceania,Samoa ,Beverages,Offline,C,10/16/2014,311167418,10/30/2014,209,47.45,31.79,9917.05,6644.11,3272.94
AAustralia and Oceania,Samoa ,Meat,Online,C,10/19/2013,371427857,11/16/2013,2612,421.89,364.69,1101976.68,952570.28,149406.40
AAustralia and Oceania,Fiji,Beverages,Offline,L,4/29/2017,321335351,6/3/2017,9126,47.45,31.79,433028.70,290115.54,142913.16
AAustralia and Oceania,Tuvalu,Cosmetics,Offline,C,10/22/2010,763403737,11/16/2010,6985,437.20,263.33,3053842.00,1839360.05,1214481.95
AAustralia and Oceania,AAustralia,Clothes,Online,C,3/17/2010,311905992,3/28/2010,8769,109.28,35.84,958276.32,314280.96,643995.36
AAustralia and Oceania,New Zealand,Fruits,Online,L,3/23/2015,332515227,4/23/2015,7500,9.33,6.92,69975.00,51900.00,18075.00
AAustralia and Oceania,Fiji,Baby Food,Online,M,4/27/2011,911959493,6/11/2011,7934,255.28,159.42,2025391.52,1264838.28,760553.24
AAustralia and Oceania,Kiribati,Beverages,Online,H,2/14/2011,494521081,4/1/2011,8632,47.45,31.79,409588.40,274411.28,135177.12
AAustralia and Oceania,Nauru,Fruits,Offline,L,5/12/2016,815991342,6/8/2016,8826,9.33,6.92,82346.58,61075.92,21270.66
AAustralia and Oceania,Vanuatu,Snacks,Online,H,4/15/2015,348614919,6/2/2015,1756,152.58,97.44,267930.48,171104.64,96825.84
AAustralia and Oceania,Tuvalu,Baby Food,Offline,C,4/20/2016,280208289,5/25/2016,8714,255.28,159.42,2224509.92,1389185.88,835324.04
AAustralia and Oceania,Tonga,Clothes,Offline,M,12/26/2011,279657685,1/11/2012,5779,109.28,35.84,631529.12,207119.36,424409.76
AAustralia and Oceania,Kiribati,Household,Online,C,5/24/2015,315558087,5/25/2015,9505,668.27,502.54,6351906.35,4776642.70,1575263.65
AAustralia and Oceania,Tonga,Baby Food,Online,L,8/23/2012,165464675,10/2/2012,3529,255.28,159.42,900883.12,562593.18,338289.94
AAustralia and Oceania,Nauru,Cosmetics,Online,L,7/20/2010,198803460,8/17/2010,9217,437.20,263.33,4029672.40,2427112.61,1602559.79
AAustralia and Oceania,Fiji,Meat,Offline,C,12/29/2012,357229745,1/28/2013,1075,421.89,364.69,453531.75,392041.75,61490.00
AAustralia and Oceania,Solomon Islands,Cereal,Offline,M,1/20/2011,767742049,2/23/2011,788,205.70,117.11,162091.60,92282.68,69808.92
AAustralia and Oceania,Kiribati,Vegetables,Offline,M,1/29/2010,899516618,2/21/2010,5811,154.06,90.93,895242.66,528394.23,366848.43
AAustralia and Oceania,East Timor,Baby Food,Offline,M,6/17/2016,802416360,7/13/2016,1687,255.28,159.42,430657.36,268941.54,161715.82
AAustralia and Oceania,Solomon Islands,Household,Offline,C,12/13/2014,642134845,1/27/2015,825,668.27,502.54,551322.75,414595.50,136727.25
AAustralia and Oceania,Samoa ,Baby Food,Online,L,2/6/2010,629718148,2/17/2010,6449,255.28,159.42,1646300.72,1028099.58,618201.14
AAustralia and Oceania,New Zealand,Office Supplies,Offline,C,7/8/2017,408756482,8/22/2017,8981,651.21,524.96,5848517.01,4714665.76,1133851.25
AAustralia and Oceania,East Timor,Household,Offline,M,9/5/2016,486458146,9/23/2016,2630,668.27,502.54,1757550.10,1321680.20,435869.90
AAustralia and Oceania,Tonga,Snacks,Offline,H,8/16/2014,350755536,9/21/2014,5213,152.58,97.44,795399.54,507954.72,287444.82
AAustralia and Oceania,New Zealand,Meat,Online,H,4/14/2010,906805360,4/22/2010,2712,421.89,364.69,1144165.68,989039.28,155126.40
AAustralia and Oceania,New Zealand,Cereal,Offline,C,8/26/2013,507207715,10/7/2013,2889,205.70,117.11,594267.30,338330.79,255936.51
AAustralia and Oceania,AAustralia,Cereal,Online,H,11/1/2014,440853726,12/15/2014,7269,205.70,117.11,1495233.30,851272.59,643960.71
AAustralia and Oceania,Papua New Guinea,Cosmetics,Online,C,3/7/2016,804649674,4/18/2016,2575,437.20,263.33,1125790.00,678074.75,447715.25
AAustralia and Oceania,Kiribati,Meat,Offline,C,1/20/2014,686773669,2/22/2014,445,421.89,364.69,187741.05,162287.05,25454.00
AAustralia and Oceania,Kiribati,Baby Food,Offline,C,12/31/2015,677162349,1/20/2016,6242,255.28,159.42,1593457.76,995099.64,598358.12
AAustralia and Oceania,Papua New Guinea,Snacks,Offline,H,5/28/2010,710806691,6/13/2010,2350,152.58,97.44,358563.00,228984.00,129579.00
AAustralia and Oceania,Kiribati,Clothes,Offline,C,7/15/2015,396168553,7/31/2015,3934,109.28,35.84,429907.52,140994.56,288912.96
AAustralia and Oceania,Fiji,Household,Online,H,12/2/2014,906265485,1/4/2015,2951,668.27,502.54,1972064.77,1482995.54,489069.23
AAustralia and Oceania,Vanuatu,Baby Food,Offline,C,6/11/2011,701044309,6/19/2011,3445,255.28,159.42,879439.60,549201.90,330237.70
AAustralia and Oceania,Federated States of Micronesia,Vegetables,Offline,C,1/11/2017,618044745,2/9/2017,2029,154.06,90.93,312587.74,184496.97,128090.77
AAustralia and Oceania,Papua New Guinea,Personal Care,Offline,H,9/21/2016,360632073,9/28/2016,7899,81.73,56.67,645585.27,447636.33,197948.94
AAustralia and Oceania,Nauru,Office Supplies,Online,C,2/25/2015,117460429,3/4/2015,8006,651.21,524.96,5213587.26,4202829.76,1010757.50
AAustralia and Oceania,Papua New Guinea,Personal Care,Online,L,7/1/2011,861076056,7/27/2011,395,81.73,56.67,32283.35,22384.65,9898.70
AAustralia and Oceania,Fiji,Office Supplies,Online,H,6/20/2017,445633208,6/30/2017,1624,651.21,524.96,1057565.04,852535.04,205030.00
AAustralia and Oceania,Federated States of Micronesia,Household,Offline,H,7/8/2013,124406707,7/9/2013,3564,668.27,502.54,2381714.28,1791052.56,590661.72
AAustralia and Oceania,Vanuatu,Beverages,Offline,C,5/11/2013,302771461,5/12/2013,5658,47.45,31.79,268472.10,179867.82,88604.28
AAustralia and Oceania,Tonga,Household,Offline,M,4/24/2015,625224053,4/27/2015,6546,668.27,502.54,4374495.42,3289626.84,1084868.58
AAustralia and Oceania,Solomon Islands,Baby Food,Offline,H,4/3/2014,648800456,5/6/2014,3328,255.28,159.42,849571.84,530549.76,319022.08
AAustralia and Oceania,Kiribati,Household,Online,C,3/11/2012,149744355,4/28/2012,1537,668.27,502.54,1027130.99,772403.98,254727.01
AAustralia and Oceania,Nauru,Personal Care,Offline,C,5/10/2016,724995362,5/18/2016,1094,81.73,56.67,89412.62,61996.98,27415.64
AAustralia and Oceania,Nauru,Vegetables,Online,L,1/1/2014,461998116,2/6/2014,4364,154.06,90.93,672317.84,396818.52,275499.32
AAustralia and Oceania,Vanuatu,Office Supplies,Offline,M,7/5/2015,342089641,7/16/2015,781,651.21,524.96,508595.01,409993.76,98601.25
AAustralia and Oceania,Samoa ,Household,Offline,H,3/28/2017,868448054,4/30/2017,1933,668.27,502.54,1291765.91,971409.82,320356.09
AAustralia and Oceania,Fiji,Snacks,Online,M,8/5/2010,220530641,8/23/2010,8772,152.58,97.44,1338431.76,854743.68,483688.08
AAustralia and Oceania,Tonga,Personal Care,Online,C,6/22/2014,135461699,8/3/2014,4982,81.73,56.67,407178.86,282329.94,124848.92
AAustralia and Oceania,Papua New Guinea,Personal Care,Online,M,7/18/2010,438296830,9/5/2010,627,81.73,56.67,51244.71,35532.09,15712.62
AAustralia and Oceania,East Timor,Cosmetics,Offline,M,11/25/2015,905081021,12/20/2015,2442,437.20,263.33,1067642.40,643051.86,424590.54
AAustralia and Oceania,Kiribati,Fruits,Online,H,8/12/2013,616070640,9/13/2013,7848,9.33,6.92,73221.84,54308.16,18913.68
AAustralia and Oceania,Tonga,Baby Food,Online,L,4/28/2015,522460687,6/4/2015,6582,255.28,159.42,1680252.96,1049302.44,630950.52
AAustralia and Oceania,Papua New Guinea,Vegetables,Offline,C,11/16/2012,447315919,11/23/2012,9576,154.06,90.93,1475278.56,870745.68,604532.88
AAustralia and Oceania,East Timor,Clothes,Online,C,1/16/2016,129378879,1/16/2016,4940,109.28,35.84,539843.20,177049.60,362793.60
AAustralia and Oceania,Tuvalu,Snacks,Online,C,9/13/2011,274176537,10/18/2011,3785,152.58,97.44,577515.30,368810.40,208704.90
AAustralia and Oceania,Federated States of Micronesia,Office Supplies,Online,C,6/4/2017,355541026,7/17/2017,1345,651.21,524.96,875877.45,706071.20,169806.25
AAustralia and Oceania,East Timor,Cosmetics,Offline,H,4/13/2016,198460996,5/21/2016,7874,437.20,263.33,3442512.80,2073460.42,1369052.38
AAustralia and Oceania,East Timor,Clothes,Online,M,2/14/2013,559613358,2/19/2013,883,109.28,35.84,96494.24,31646.72,64847.52
AAustralia and Oceania,Tuvalu,Office Supplies,Online,M,12/1/2012,691573321,1/19/2013,769,651.21,524.96,500780.49,403694.24,97086.25
AAustralia and Oceania,Papua New Guinea,Baby Food,Online,C,1/21/2016,799646604,1/21/2016,2055,255.28,159.42,524600.40,327608.10,196992.30
AAustralia and Oceania,Tonga,Cosmetics,Online,L,1/13/2017,800508773,1/30/2017,7190,437.20,263.33,3143468.00,1893342.70,1250125.30
AAustralia and Oceania,Tonga,Personal Care,Offline,L,7/28/2017,134433019,8/30/2017,572,81.73,56.67,46749.56,32415.24,14334.32
AAustralia and Oceania,Samoa ,Meat,Online,H,5/12/2013,125975263,6/17/2013,7735,421.89,364.69,3263319.15,2820877.15,442442.00
AAustralia and Oceania,Kiribati,Cereal,Offline,L,10/22/2011,900051772,12/6/2011,4175,205.70,117.11,858797.50,488934.25,369863.25
AAustralia and Oceania,Tuvalu,Office Supplies,Offline,L,12/21/2015,182588326,1/2/2016,798,651.21,524.96,519665.58,418918.08,100747.50
AAustralia and Oceania,Marshall Islands,Cosmetics,Online,L,3/4/2016,512179887,4/13/2016,4265,437.20,263.33,1864658.00,1123102.45,741555.55
AAustralia and Oceania,Vanuatu,Baby Food,Offline,M,1/18/2013,371754872,2/9/2013,9383,255.28,159.42,2395292.24,1495837.86,899454.38
AAustralia and Oceania,Kiribati,Personal Care,Online,L,11/30/2014,486826789,1/18/2015,1720,81.73,56.67,140575.60,97472.40,43103.20
AAustralia and Oceania,Kiribati,Snacks,Offline,C,11/28/2015,735999286,12/4/2015,7399,152.58,97.44,1128939.42,720958.56,407980.86
AAustralia and Oceania,Tuvalu,Personal Care,Offline,M,3/1/2013,851651418,3/6/2013,1435,81.73,56.67,117282.55,81321.45,35961.10
AAustralia and Oceania,Tonga,Meat,Online,M,11/29/2016,161251246,1/6/2017,6682,421.89,364.69,2819068.98,2436858.58,382210.40
AAustralia and Oceania,Papua New Guinea,Household,Online,M,11/12/2016,725997865,12/9/2016,7756,668.27,502.54,5183102.12,3897700.24,1285401.88
AAustralia and Oceania,East Timor,Clothes,Online,H,3/2/2016,506512057,3/19/2016,7028,109.28,35.84,768019.84,251883.52,516136.32
AAustralia and Oceania,Fiji,Personal Care,Online,L,8/26/2011,109579455,9/13/2011,5851,81.73,56.67,478202.23,331576.17,146626.06
AAustralia and Oceania,New Zealand,Clothes,Offline,C,12/22/2015,972110497,2/9/2016,7954,109.28,35.84,869213.12,285071.36,584141.76
AAustralia and Oceania,Marshall Islands,Office Supplies,Online,M,2/25/2015,686971080,3/14/2015,8863,651.21,524.96,5771674.23,4652720.48,1118953.75
AAustralia and Oceania,Kiribati,Clothes,Offline,H,9/8/2012,866708266,9/11/2012,7091,109.28,35.84,774904.48,254141.44,520763.04
AAustralia and Oceania,Federated States of Micronesia,Personal Care,Offline,L,9/26/2012,586716973,10/15/2012,1445,81.73,56.67,118099.85,81888.15,36211.70
AAustralia and Oceania,Vanuatu,Cosmetics,Online,H,9/26/2013,777285563,10/17/2013,4926,437.20,263.33,2153647.20,1297163.58,856483.62
AAustralia and Oceania,Tonga,Baby Food,Offline,L,5/9/2014,308829391,6/19/2014,8334,255.28,159.42,2127503.52,1328606.28,798897.24
AAustralia and Oceania,East Timor,Personal Care,Online,C,3/14/2017,688462388,4/3/2017,175,81.73,56.67,14302.75,9917.25,4385.50
AAustralia and Oceania,AAustralia,Snacks,Offline,M,11/30/2013,541419398,1/9/2014,6886,152.58,97.44,1050665.88,670971.84,379694.04
AAustralia and Oceania,Vanuatu,Cosmetics,Online,C,4/15/2012,647548186,4/15/2012,2753,437.20,263.33,1203611.60,724947.49,478664.11
AAustralia and Oceania,Tuvalu,Vegetables,Online,M,11/24/2013,143509185,12/17/2013,6412,154.06,90.93,987832.72,583043.16,404789.56
AAustralia and Oceania,Papua New Guinea,Cosmetics,Offline,L,5/6/2014,259474170,5/13/2014,3028,437.20,263.33,1323841.60,797363.24,526478.36
AAustralia and Oceania,Palau,Meat,Offline,L,1/20/2015,787920844,3/1/2015,2142,421.89,364.69,903688.38,781165.98,122522.40
AAustralia and Oceania,Samoa ,Fruits,Online,H,10/24/2013,906540143,12/12/2013,4229,9.33,6.92,39456.57,29264.68,10191.89
AAustralia and Oceania,Samoa ,Personal Care,Online,L,5/17/2014,760188090,6/25/2014,5404,81.73,56.67,441668.92,306244.68,135424.24
AAustralia and Oceania,Tonga,Personal Care,Offline,C,6/4/2010,898466479,7/2/2010,5052,81.73,56.67,412899.96,286296.84,126603.12
AAustralia and Oceania,Solomon Islands,Fruits,Online,L,3/21/2015,243565881,4/26/2015,5412,9.33,6.92,50493.96,37451.04,13042.92
AAustralia and Oceania,East Timor,Vegetables,Online,M,9/15/2011,227970445,9/15/2011,375,154.06,90.93,57772.50,34098.75,23673.75
AAustralia and Oceania,Papua New Guinea,Beverages,Online,C,12/2/2012,824210059,12/6/2012,927,47.45,31.79,43986.15,29469.33,14516.82
AAustralia and Oceania,New Zealand,Beverages,Online,C,8/10/2011,987852275,9/7/2011,6295,47.45,31.79,298697.75,200118.05,98579.70
AAustralia and Oceania,Kiribati,Office Supplies,Online,H,6/27/2012,996149528,7/19/2012,1637,651.21,524.96,1066030.77,859359.52,206671.25
AAustralia and Oceania,AAustralia,Office Supplies,Offline,M,11/19/2011,347743308,12/14/2011,3827,651.21,524.96,2492180.67,2009021.92,483158.75
AAustralia and Oceania,Palau,Vegetables,Online,M,10/18/2013,128313291,10/27/2013,9609,154.06,90.93,1480362.54,873746.37,606616.17
AAustralia and Oceania,New Zealand,Beverages,Offline,L,10/25/2015,443762528,11/28/2015,8048,47.45,31.79,381877.60,255845.92,126031.68
AAustralia and Oceania,Papua New Guinea,Household,Offline,L,2/22/2014,476290214,4/11/2014,3713,668.27,502.54,2481286.51,1865931.02,615355.49
AAustralia and Oceania,Papua New Guinea,Baby Food,Online,H,11/24/2014,612693202,12/1/2014,8389,255.28,159.42,2141543.92,1337374.38,804169.54
AAustralia and Oceania,Nauru,Cereal,Online,H,5/15/2012,140501677,5/30/2012,6423,205.70,117.11,1321211.10,752197.53,569013.57
AAustralia and Oceania,Vanuatu,Clothes,Offline,M,10/25/2011,909812867,11/10/2011,2700,109.28,35.84,295056.00,96768.00,198288.00
AAustralia and Oceania,Palau,Cosmetics,Offline,M,12/27/2013,498443114,2/15/2014,9249,437.20,263.33,4043662.80,2435539.17,1608123.63
AAustralia and Oceania,Vanuatu,Beverages,Offline,M,10/1/2012,972229373,10/16/2012,3131,47.45,31.79,148565.95,99534.49,49031.46
AAustralia and Oceania,Nauru,Personal Care,Offline,C,5/24/2017,141629064,7/4/2017,42,81.73,56.67,3432.66,2380.14,1052.52
AAustralia and Oceania,Papua New Guinea,Beverages,Offline,M,4/14/2014,160092961,5/3/2014,3920,47.45,31.79,186004.00,124616.80,61387.20
AAustralia and Oceania,AAustralia,Vegetables,Offline,C,3/27/2010,787942302,4/22/2010,8492,154.06,90.93,1308277.52,772177.56,536099.96
AAustralia and Oceania,Federated States of Micronesia,Vegetables,Online,M,2/27/2010,286557614,3/21/2010,7621,154.06,90.93,1174091.26,692977.53,481113.73
